record_date,workshop_code,workshop_name,energy_code,energy_name,consumption,unit,unit_price,cost,output_qty,output_unit,avg_temperature,record_status,data_source,reject_reason
2025-01-25,W07,动力站,E06,柴油,166.79,kg,8.0287,1339.11,518.747,吨蒸汽,-7.31,正常,MES,业务键重复(日期×车间×能源)
2024-09-17,W05,表面处理车间,E01,电力,6213.029,kWh,0.6789,4217.89,401.74,平方米,21.27,停产,MES,业务键重复(日期×车间×能源)
2024-07-28,W02,轧制车间,E01,电力,45292.601,kWh,0.691,31295.46,303.527,吨,30.11,正常,MES,业务键重复(日期×车间×能源)
2024-07-06,W02,轧制车间,E02,天然气,4464.048,m³,3.3913,15138.92,328.62,吨,23.9,正常,MES,业务键重复(日期×车间×能源)
2025-03-08,W05,表面处理车间,E04,工业水,294.517,m³,3.9963,1176.98,4759.342,平方米,5.65,低负荷,MES,业务键重复(日期×车间×能源)
2025-11-11,W01,熔炼车间,E05,压缩空气,3178.853,m³,0.2756,876.03,284.826,吨,1.49,正常,MES,业务键重复(日期×车间×能源)
2024-03-31,W05,表面处理车间,E01,电,7389.613,kWh,0.6702,4952.31,1454.059,平方米,7.04,低负荷,MES,业务键重复(日期×车间×能源)
2025-09-23,W02,轧制车间,E04,工业水,176.345,m³,4.0767,718.91,342.357,吨,21.81,正常,MES,业务键重复(日期×车间×能源)
2025-09-01,W01,熔炼车间,E04,工业水,262.898,m³,4.2129,1107.56,281.062,吨,19.17,正常,MES,业务键重复(日期×车间×能源)
2025-10-17,W04,机加工车间,E04,工业水,68.48,m³,3.9713,271.96,4101.898,件,17.97,正常,MES,业务键重复(日期×车间×能源)
2024-10-06,W06,装配车间,E05,压缩空气,859.503,m³,0.2773,238.33,16.819,台,12.58,停产,MES,业务键重复(日期×车间×能源)
2024-07-03,W06,装配车间,E05,压缩空气,4299.245,m³,0.2803,1205.2,298.901,台,25.71,正常,MES,业务键重复(日期×车间×能源)
2024-09-28,W05,表面处理车间,E02,天然气,535.634,m³,3.3512,1795.03,4312.833,平方米,23.63,低负荷,MES,业务键重复(日期×车间×能源)
2025-04-16,W07,动力站,E04,工业水,908.254,m³,4.1014,3725.08,566.392,吨蒸汽,15.7,正常,MES,业务键重复(日期×车间×能源)
2025-09-29,W04,机加工车间,E01,电力,20966.489,kWh,0.6783,14221.65,4440.198,件,18.09,正常,MES,业务键重复(日期×车间×能源)
2025-08-27,W03,热处理车间,E02,天然气,6996.439,m³,3.4499,24137.04,97.861,吨,22.97,正常,MES,业务键重复(日期×车间×能源)
2024-03-29,W01,熔炼车间,E01,电力,38445.007,kWh,0.6878,26442.4,251.473,吨,6.41,正常,MES,业务键重复(日期×车间×能源)
2024-04-15,W07,动力站,E02,天然气,15361.405,m³,3.512,53949.66,473.995,吨蒸汽,15.74,正常,MES,业务键重复(日期×车间×能源)
2025-07-28,W03,热处理车间,E01,电力,33077.12,kWh,0.6676,22081.9,103.773,吨,27.98,正常,MES,业务键重复(日期×车间×能源)
2024-12-02,W08,包装车间,E05,压缩空气,1401.179,m³,0.2859,400.6,9685.388,件,-3.29,正常,MES,业务键重复(日期×车间×能源)
2025-04-15,W02,轧制车间,E02,天然气,6021.07,m³,3.484,20977.62,334.281,吨,15.59,正常,MES,业务键重复(日期×车间×能源)
2024-07-17,W08,包装车间,E05,压缩空气,1271.347,m³,0.2776,352.92,10719.384,件,30.58,正常,MES,业务键重复(日期×车间×能源)
2025-08-16,W03,热处理车间,E02,天然气,7173.854,m³,3.4604,24824.68,107.217,吨,24.99,正常,MES,业务键重复(日期×车间×能源)
2024-11-05,W05,表面处理车间,E03,蒸汽,30.656,t,222.405,6818.13,6847.936,平方米,9.4,正常,MES,业务键重复(日期×车间×能源)
2024-04-27,W04,机加工车间,E05,压缩空气,3815.74,m³,0.2748,1048.71,2508.58,件,12.84,低负荷,MES,业务键重复(日期×车间×能源)
2024-02-17,W06,装配车间,E05,压缩空气,838.22,m³,0.2775,232.64,14.565,台,-0.14,停产,MES,业务键重复(日期×车间×能源)
2025-03-18,W02,轧制车间,E01,电力,36737.636,kWh,0.6931,25461.34,319.907,吨,9.96,正常,MES,业务键重复(日期×车间×能源)
2025-11-27,W08,包装车间,E01,电力,5346.07,kWh,0.6923,3700.83,11188.224,件,3.3,正常,MES,业务键重复(日期×车间×能源)
2025-05-24,W01,熔炼车间,E01,电力,39664.875,kWh,0.6763,26825.48,255.294,吨,19.83,正常,MES,业务键重复(日期×车间×能源)
2024-02-24,W07,动力站,E04,工业水,876.348,m³,4.078,3573.74,492.045,吨蒸汽,3.03,正常,MES,业务键重复(日期×车间×能源)
2025-08-06,W05,表面处理车间,E02,天然气,739.865,m³,3.4091,2522.26,6495.055,平方米,31.25,正常,MES,业务键重复(日期×车间×能源)
2025-11-24,W08,包装车间,E01,电力,5829.713,kWh,0.6594,3843.85,11119.094,件,6.7,正常,MES,业务键重复(日期×车间×能源)
2025-12-12,W03,热处理车间,E01,电力,28984.227,kWh,0.6774,19634.06,106.237,吨,-1.45,正常,MES,业务键重复(日期×车间×能源)
2025-12-27,W01,熔炼车间,E01,电力,49097.619,kWh,0.6748,33132.48,290.542,吨,-3.02,正常,MES,业务键重复(日期×车间×能源)
2024-05-31,W02,轧制车间,E02,天然气,5386.556,m³,3.5028,18868.24,337.07,吨,18.4,正常,MES,业务键重复(日期×车间×能源)
2025-07-17,W05,表面处理车间,E02,天然气,673.939,m³,3.4136,2300.56,7074.616,平方米,25.33,正常,MES,业务键重复(日期×车间×能源)
2025-12-25,W07,动力站,E01,电力,10154.393,kWh,0.6719,6822.6,590.265,吨蒸汽,-6.85,正常,MES,业务键重复(日期×车间×能源)
2025-12-28,W08,包装车间,E01,电力,1669.886,kWh,0.6707,1120.06,2050.754,件,-1.48,低负荷,MES,业务键重复(日期×车间×能源)
2024-02-14,W04,机加工车间,E04,工业水,12.612,m³,4.0261,50.78,249.846,件,-0.82,停产,MES,业务键重复(日期×车间×能源)
2025-04-10,W08,包装车间,E01,电力,5049.633,kWh,0.6929,3498.82,11104.251,件,15.54,正常,MES,业务键重复(日期×车间×能源)
2024-04-14,W03,热处理车间,E02,天然气,7368.178,m³,3.4718,25581.02,91.688,吨,17.46,正常,MES,业务键重复(日期×车间×能源)
2024-02-12,W02,轧制车间,E02,天然气,7248.385,m³,3.4618,25092.67,270.506,吨,0.4,正常,MES,业务键重复(日期×车间×能源)
2024-04-04,W02,轧制车间,E01,电力,30178.512,kWh,0.7071,21338.07,285.378,吨,17.52,正常,MES,业务键重复(日期×车间×能源)
2025-03-31,W05,表面处理车间,E03,蒸汽,28.213,t,223.484,6305.07,7145.857,平方米,10.82,正常,MES,业务键重复(日期×车间×能源)
2025-03-23,W01,熔炼车间,E02,天然气,92301.94030389132,m³,3.4297,36911.61,266.445,吨,3.06,正常,MES,消耗量离群(>Q3+3*IQR)
2024-12-31,W02,轧制车间,E03,蒸汽,602.4268370073867,t,218.0561,11335.74,294.622,吨,0.93,正常,MES,消耗量离群(>Q3+3*IQR)
2024-10-28,W03,热处理车间,E03,蒸汽,390.8670598259612,t,220.5853,6305.72,93.563,吨,6.14,正常,MES,消耗量离群(>Q3+3*IQR)
2024-09-03,W08,包装车间,E05,压缩空气,12247.54787428362,m³,0.2865,384.41,10656.416,件,21.15,正常,MES,消耗量离群(>Q3+3*IQR)
2024-07-31,W02,轧制车间,E04,自来水,1710.1774218673258,m³,4.1918,757.8,356.157,吨,29.04,正常,MES,消耗量离群(>Q3+3*IQR)
2024-08-11,W01,熔炼车间,E04,工业水,2240.092207505074,m³,,1038.87,272.925,吨,28.21,正常,MES,消耗量离群(>Q3+3*IQR)
2024-08-29,W06,装配车间,E01,电力,175312.49932715722,kWh,0.6762,10503.23,268.059,台,26.35,正常,MES,消耗量离群(>Q3+3*IQR)
2024-10-26,W01,熔炼车间,E02,天然气,126059.2170534604,m³,3.4371,31182.52,263.418,吨,16.92,正常,MES,消耗量离群(>Q3+3*IQR)
2025-04-20,W03,热处理车间,E02,天然气,79233.61773301178,m³,3.5142,27772.26,95.084,吨,9.45,正常,MES,消耗量离群(>Q3+3*IQR)
2024-08-03,W02,轧制车间,E04,工业水,2297.841465650591,m³,3.969,701.71,315.932,吨,25.06,正常,MES,消耗量离群(>Q3+3*IQR)
2025-12-13,W05,表面处理车间,E01,电力,254090.10424098067,kWh,0.674,12340.91,4539.884,平方米,-4.38,低负荷,MES,消耗量离群(>Q3+3*IQR)
2024-03-12,W07,动力站,E04,工业水,11201.127289387789,m³,4.068,4006.5,545.823,吨蒸汽,8.25,正常,MES,消耗量离群(>Q3+3*IQR)
2025-02-25,W07,动力站,E04,工业水,11550.893101683994,m³,4.045,3572.9,570.11,吨蒸汽,0.19,正常,MES,消耗量离群(>Q3+3*IQR)
2024-11-07,W05,表面处理车间,E01,电力,294347.28863790043,kWh,0.6948,15260.51,6444.895,平方米,7.11,正常,MES,消耗量离群(>Q3+3*IQR)
2024-09-01,W07,动力站,E04,工业水,9925.678398095994,m³,4.0783,3592.99,484.755,吨蒸汽,19.93,正常,MES,消耗量离群(>Q3+3*IQR)
2025-06-08,W07,动力站,E04,工业水,12590.28266209217,m³,4.0242,3504.07,561.399,吨蒸汽,24.76,正常,MES,消耗量离群(>Q3+3*IQR)
2024-02-01,W05,表面处理车间,E02,天然气,13276.482326536485,m³,3.3354,4023.14,7202.238,平方米,0.17,正常,MES,消耗量离群(>Q3+3*IQR)
2025-04-10,W02,轧制车间,E04,工业水,1514.9699781084682,m³,4.0527,716.02,341.691,吨,15.54,正常,MES,消耗量离群(>Q3+3*IQR)
2024-08-24,W01,熔炼车间,E05,压缩空气,45499.35140544045,m³,0.2831,914.12,280.613,吨,24.72,正常,MES,消耗量离群(>Q3+3*IQR)
2024-05-01,W05,表面处理车间,E04,工业水,1335.0031311441646,m³,4.1674,497.39,399.212,平方米,19.25,停产,MES,消耗量离群(>Q3+3*IQR)
2024-07-11,W01,熔炼车间,E02,天然气,79563.31013959074,m³,3.4142,21115.33,269.302,吨,25.89,正常,MES,消耗量离群(>Q3+3*IQR)
2025-05-02,W03,热处理车间,E01,电力,277689.25381064345,kWh,0.6729,14721.78,90.903,吨,17.58,正常,MES,消耗量离群(>Q3+3*IQR)
2025-04-01,W05,表面处理车间,E02,天然气,11260.940498102796,m³,3.4734,3017.75,7817.792,平方米,16.43,正常,MES,消耗量离群(>Q3+3*IQR)
2025-09-15,W05,表面处理车间,E04,工业水,5565.31023725032,m³,4.1235,1755.8,7052.948,平方米,28.25,正常,MES,消耗量离群(>Q3+3*IQR)
2024-03-16,W03,热处理车间,E02,天然气,101261.90394272284,m³,3.4811,32842.94,99.113,吨,4.18,正常,MES,消耗量离群(>Q3+3*IQR)
2024-08-20,W03,热处理车间,E01,电力,287337.45939324144,kWh,0.676,18953.17,105.296,吨,25.77,正常,MES,消耗量离群(>Q3+3*IQR)
2024-06-01,W03,热处理车间,E03,蒸汽,314.69690007493364,t,221.437,5899.14,100.895,吨,24.16,正常,MES,消耗量离群(>Q3+3*IQR)
2024-12-29,W02,轧制车间,E02,天然气,68218.26076835064,m³,3.4659,28879.32,327.809,吨,0.05,正常,MES,消耗量离群(>Q3+3*IQR)
2025-01-25,W08,包装车间,E05,压缩空气,8151.249386417639,m³,0.2828,263.1,6597.882,件,-7.31,低负荷,MES,消耗量离群(>Q3+3*IQR)
2025-06-08,W02,轧制车间,E02,天然气,64407.2547617483,m³,3.5164,17635.91,353.575,吨,24.76,正常,MES,消耗量离群(>Q3+3*IQR)
2025-06-04,W06,装配车间,E05,压缩空气,49783.10876151019,m³,0.2819,1284.46,271.627,台,28.2,正常,MES,消耗量离群(>Q3+3*IQR)
2025-06-21,W06,装配车间,E05,压缩空气,38420.84651494978,m³,0.272,778.4,181.436,台,21.87,低负荷,MES,消耗量离群(>Q3+3*IQR)
2025-03-17,W04,机加工,E04,工业水,701.6855233761488,m³,4.0637,245.43,4659.32,件,1.64,正常,MES,消耗量离群(>Q3+3*IQR)
2025-01-15,W06,装配车间,E05,压缩空气,58912.79692744203,m³,0.2798,1156.62,290.537,台,-1.86,正常,MES,消耗量离群(>Q3+3*IQR)
